央视1,#genre# 
CCTV-16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV-3,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV-4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV-5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV-6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV-7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV-8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV-9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV-10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV-11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV-12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV-14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV-15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV-1,http://222.71.90.218:8888/newlive/live/hls/2/live.m3u8
CCTV-5,http://222.71.90.218:8888/newlive/live/hls/6/live.m3u8
CCTV-6,http://222.71.90.218:8888/newlive/live/hls/7/live.m3u8
CCTV-10,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV-14,http://222.71.90.218:8888/newlive/live/hls/15/live.m3u8
CCTV-4,http://jycb.f3322.net:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://jycb.f3322.net:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CETV-1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV-2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
CETV-3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8
CETV-4,http://txycsbl.centv.cn/zb/0822cetv4.m3u8
CCTV1,https://live.goodiptv.club/api/bestv.php?id=cctv1hd8m/8000000
CCTV2,https://live.goodiptv.club/api/bestv.php?id=cctv2hd8m/8000000
CCTV3,https://live.goodiptv.club/api/bestv.php?id=cctv38m/8000000
CCTV4,https://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
CCTV5,https://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV5+,https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV6,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV7,https://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV9,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV12,https://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
CCTV13,https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV14,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV15,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV16-4K,https://live.goodiptv.club/api/bestv.php?id=cctv16hd4k/15000000
CCTV-4K,https://live.goodiptv.club/api/bestv.php?id=cctv4k/15000000
CCTV17,https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
CCTV4欧洲,http://120.234.220.107:9000/udp/239.21.0.107:3768
CCTV4美洲,http://120.234.220.107:9000/udp/239.21.0.108:3772
卫视1,#genre# 
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
山西卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
海南卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
江苏卫视,https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
广西卫视,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
四川卫视,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
湖南卫视,https://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000
浙江卫视,https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
东方卫视,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
天津卫视,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
辽宁卫视,https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000
安徽卫视,https://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000
黑龙江卫视,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
湖北卫视,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
江西卫视,https://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
河南卫视,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河北卫视,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
甘肃卫视,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
重庆卫视,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
东南卫视,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
贵州卫视,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
海南卫视,https://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000
西藏卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8?
地方,#genre#
BRTV纪实科教,http://120.6.111.165:8088/rtp/239.253.93.190:6358
河北卫视高清,http://120.6.111.165:8088/rtp/239.253.92.154:6011
河北经济生活高清,http://120.6.111.165:8088/rtp/239.253.92.171:6001
河北都市高清,http://120.6.111.165:8088/rtp/239.253.92.172:6002
河北影视剧高清,http://120.6.111.165:8088/rtp/239.253.92.173:6003
河北少儿科教高清,http://120.6.111.165:8088/rtp/239.253.92.174:6004
河北公共高清,http://120.6.111.165:8088/rtp/239.253.92.175:6005
河北农民高清,http://120.6.111.165:8088/rtp/239.253.92.176:6006
睛彩河北,http://120.6.111.165:8088/rtp/239.253.92.104:6221
石家庄新闻综合高清,http://120.6.111.165:8088/rtp/239.253.92.149:6035
石家庄娱乐,http://120.6.111.165:8088/rtp/239.253.92.93:8120
石家庄生活,http://120.6.111.165:8088/rtp/239.253.92.94:8121
石家庄都市,http://120.6.111.165:8088/rtp/239.253.92.95:8122
承德新闻综合,http://120.6.111.165:8088/rtp/239.253.92.222:8112
承德公共,http://120.6.111.165:8088/rtp/239.253.92.223:8113
张家口新闻综合,http://120.6.111.165:8088/rtp/239.253.92.225:8115
张家口公共,http://120.6.111.165:8088/rtp/239.253.92.226:8116
秦皇岛新闻综合,http://120.6.111.165:8088/rtp/239.253.92.52:6021
秦皇岛公共,http://120.6.111.165:8088/rtp/239.253.92.53:6022
秦皇岛影视,http://120.6.111.165:8088/rtp/239.253.92.54:6023
唐山新闻综合,http://120.6.111.165:8088/rtp/239.253.92.245:6089
唐山生活服务,http://120.6.111.165:8088/rtp/239.253.92.126:6026
唐山影视,http://120.6.111.165:8088/rtp/239.253.92.127:6027
唐山公共,http://120.6.111.165:8088/rtp/239.253.92.128:6028
廊坊新闻,http://120.6.111.165:8088/rtp/239.253.92.164:6036
廊坊公共,http://120.6.111.165:8088/rtp/239.253.92.166:6037
沧州新闻综合,http://120.6.111.165:8088/rtp/239.253.92.121:6015
沧州公共,http://120.6.111.165:8088/rtp/239.253.92.122:6016
沧州影视娱乐,http://120.6.111.165:8088/rtp/239.253.92.123:6017
保定新闻综合,http://120.6.111.165:8088/rtp/239.253.93.2:6153
保定公共频道,http://120.6.111.165:8088/rtp/239.253.93.4:6157
保定生活健康,http://120.6.111.165:8088/rtp/239.253.93.5:6158
衡水新闻综合,http://120.6.111.165:8088/rtp/239.253.93.3:6154
衡水公共,http://120.6.111.165:8088/rtp/239.253.93.7:6160
邢台综合,http://120.6.111.165:8088/rtp/239.253.93.8:6161
邢台城市生活,http://120.6.111.165:8088/rtp/239.253.93.10:6163
邯郸新闻综合,http://120.6.111.165:8088/rtp/239.253.93.11:6164
邯郸公共,http://120.6.111.165:8088/rtp/239.253.93.12:6165
邯郸科技教育,http://120.6.111.165:8088/rtp/239.253.93.13:6166
元氏电视,http://120.6.111.165:8088/rtp/239.253.92.142:6040
无极电视,http://120.6.111.165:8088/rtp/239.253.92.138:6222
高邑电视,http://120.6.111.165:8088/rtp/239.253.92.160:6041
栾城电视,http://120.6.111.165:8088/rtp/239.253.92.187:6051
井陉矿区电视,http://120.6.111.165:8088/rtp/239.253.92.215:6067
赞皇电视,http://120.6.111.165:8088/rtp/239.253.92.12:6042
深泽电视,http://120.6.111.165:8088/rtp/239.253.94.31:6630
赵县电视,http://120.6.111.165:8088/rtp/239.253.93.140:6308
晋州电视,http://120.6.111.165:8088/rtp/239.253.93.156:6324
井陉电视,http://120.6.111.165:8088/rtp/239.253.93.205:6383
平泉电视,http://120.6.111.165:8088/rtp/239.253.92.156:6012
滦平电视,http://120.6.111.165:8088/rtp/239.253.92.100:6142
双滦电视,http://120.6.111.165:8088/rtp/239.253.92.147:6224
兴隆电视,http://120.6.111.165:8088/rtp/239.253.93.104:6271
隆化电视,http://120.6.111.165:8088/rtp/239.253.93.174:6342
承德电视,http://120.6.111.165:8088/rtp/239.253.94.28:6627
宽城新闻,http://120.6.111.165:8088/rtp/239.253.93.117:6019
任县电视,http://120.6.111.165:8088/rtp/239.253.93.145:6313
邯山电视,http://120.6.111.165:8088/rtp/239.253.93.146:6314
崇礼电视,http://120.6.111.165:8088/rtp/239.253.93.147:6315
顺平电视,http://120.6.111.165:8088/rtp/239.253.93.148:6316
张北电视,http://120.6.111.165:8088/rtp/239.253.93.159:6327
尚义电视,http://120.6.111.165:8088/rtp/239.253.93.163:6331
邱县电视,http://120.6.111.165:8088/rtp/239.253.93.158:6326
赤城电视,http://120.6.111.165:8088/rtp/239.253.93.160:6328
康保电视,http://120.6.111.165:8088/rtp/239.253.93.165:6333
遵化电视,http://120.6.111.165:8088/rtp/239.253.93.177:6345
昌黎电视,http://120.6.111.165:8088/rtp/239.253.92.109:6217
抚宁电视,http://120.6.111.165:8088/rtp/239.253.93.201:6379
卢龙电视,http://120.6.111.165:8088/rtp/239.253.93.206:6384
丰南电视,http://120.6.111.165:8088/rtp/239.253.92.231:6070
迁西电视,http://120.6.111.165:8088/rtp/239.253.92.247:6091
滦南电视,http://120.6.111.165:8088/rtp/239.253.92.218:6100
玉田电视,http://120.6.111.165:8088/rtp/239.253.92.118:6133
滦州电视,http://120.6.111.165:8088/rtp/239.253.92.97:6138
香河电视,http://120.6.111.165:8088/rtp/239.253.92.185:6049
大城电视,http://120.6.111.165:8088/rtp/239.253.92.230:6068
大厂电视,http://120.6.111.165:8088/rtp/239.253.92.253:6244
固安电视,http://120.6.111.165:8088/rtp/239.253.93.109:6276
文安电视,http://120.6.111.165:8088/rtp/239.253.93.111:6278
三河电视,http://120.6.111.165:8088/rtp/239.253.93.143:6311
永清电视,http://120.6.111.165:8088/rtp/239.253.93.172:6340
成安电视,http://120.6.111.165:8088/rtp/239.253.93.178:6346
魏县电视,http://120.6.111.165:8088/rtp/239.253.93.185:6353
霸州综合,http://120.6.111.165:8088/rtp/239.253.93.209:6387
黄骅电视,http://120.6.111.165:8088/rtp/239.253.92.183:6047
东光电视,http://120.6.111.165:8088/rtp/239.253.93.96:6262
青县电视,http://120.6.111.165:8088/rtp/239.253.93.139:6307
盐山电视,http://120.6.111.165:8088/rtp/239.253.93.144:6312
南皮电视,http://120.6.111.165:8088/rtp/239.253.93.149:6317
肃宁电视,http://120.6.111.165:8088/rtp/239.253.93.152:6320
吴桥电视,http://120.6.111.165:8088/rtp/239.253.93.169:6337
丰宁综合,http://120.6.111.165:8088/rtp/239.253.93.210:6388
定兴电视,http://120.6.111.165:8088/rtp/239.253.93.14:6167
阜平电视,http://120.6.111.165:8088/rtp/239.253.93.16:6169
涞水电视,http://120.6.111.165:8088/rtp/239.253.93.17:6170
满城电视,http://120.6.111.165:8088/rtp/239.253.93.19:6172
涞源电视,http://120.6.111.165:8088/rtp/239.253.93.22:6175
高碑店电视,http://120.6.111.165:8088/rtp/239.253.93.23:6176
清苑电视,http://120.6.111.165:8088/rtp/239.253.93.24:6177
涿州电视,http://120.6.111.165:8088/rtp/239.253.93.27:6180
唐县电视,http://120.6.111.165:8088/rtp/239.253.93.30:6183
曲阳电视,http://120.6.111.165:8088/rtp/239.253.93.31:6184
望都电视,http://120.6.111.165:8088/rtp/239.253.93.32:6185
定州电视,http://120.6.111.165:8088/rtp/239.253.93.95:6260
高阳电视,http://120.6.111.165:8088/rtp/239.253.93.105:6272
安新电视,http://120.6.111.165:8088/rtp/239.253.93.107:6274
容城电视,http://120.6.111.165:8088/rtp/239.253.93.110:6277
临城电视,http://120.6.111.165:8088/rtp/239.253.93.167:6335
柏乡电视,http://120.6.111.165:8088/rtp/239.253.93.171:6339
涿鹿电视,http://120.6.111.165:8088/rtp/239.253.93.181:6349
徐水电视,http://120.6.111.165:8088/rtp/239.253.93.182:6350
大名电视,http://120.6.111.165:8088/rtp/239.253.93.186:6354
巨鹿电视,http://120.6.111.165:8088/rtp/239.253.92.254:6449
临西电视,http://120.6.111.165:8088/rtp/239.253.94.29:6628
冀州电视,http://120.6.111.165:8088/rtp/239.253.93.34:6187
安平电视,http://120.6.111.165:8088/rtp/239.253.93.36:6189
景县电视,http://120.6.111.165:8088/rtp/239.253.93.38:6191
饶阳电视,http://120.6.111.165:8088/rtp/239.253.93.40:6193
深州电视,http://120.6.111.165:8088/rtp/239.253.93.42:6195
武强电视,http://120.6.111.165:8088/rtp/239.253.93.79:6245
阜城电视,http://120.6.111.165:8088/rtp/239.253.93.168:6336
故城电视,http://120.6.111.165:8088/rtp/239.253.93.161:6329
枣强电视,http://120.6.111.165:8088/rtp/239.253.93.166:6334
清河电视,http://120.6.111.165:8088/rtp/239.253.93.44:6197
广宗电视,http://120.6.111.165:8088/rtp/239.253.93.50:6203
武安电视,http://120.6.111.165:8088/rtp/239.253.93.62:6215
宁晋电视,http://120.6.111.165:8088/rtp/239.253.93.51:6204
平乡电视,http://120.6.111.165:8088/rtp/239.253.93.53:6206
鸡泽电视,http://120.6.111.165:8088/rtp/239.253.93.64:6219
隆尧电视,http://120.6.111.165:8088/rtp/239.253.93.65:6230
广平电视,http://120.6.111.165:8088/rtp/239.253.93.66:6231
南和电视,http://120.6.111.165:8088/rtp/239.253.93.80:6246
临漳电视,http://120.6.111.165:8088/rtp/239.253.93.84:6250
内丘电视,http://120.6.111.165:8088/rtp/239.253.93.102:6268
涉县电视,http://120.6.111.165:8088/rtp/239.253.93.106:6273
迁安电视,http://120.6.111.165:8088/rtp/239.253.93.113:6280
馆陶电视,http://120.6.111.165:8088/rtp/239.253.93.115:6282
乐亭电视,http://120.6.111.165:8088/rtp/239.253.93.250:6290
沙河电视,http://120.6.111.165:8088/rtp/239.253.93.179:6347
曲周电视,http://120.6.111.165:8088/rtp/239.253.93.54:6207
南宫电视,http://120.6.111.165:8088/rtp/239.253.93.48:6201
丰润电视,http://120.6.111.165:8088/rtp/239.253.92.252:6156
港澳台,#genre#
台视新闻,https://live.wcetv.com/hls/m3u8/ttvnews.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰香港,https://cdn6.101.qzz.io/163189/fhhk
无线翡翠,http://hls.168.us.kg/u/81/master.m3u8
无线新闻,https://cdn6.101.qzz.io/163189/wxxw
无线华丽,http://php.jdshipin.com/PLTV/iptv.php?id=huali
Now财经,http://hls.168.us.kg/u/333/master.m3u8
VIUTV粤,https://cdn.163189.xyz/163189/viu
Plus综合,https://cdn6.101.qzz.io/163189/tvbp
Pearl,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=j1
娱乐新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳门Macau,http://php.jdshipin.com/PLTV/iptv.php?id=as
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
RTHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8
亚洲卫视,https://fenghuang.tv12.xyz/173.m3u8
全球,#genre#
#EXTM3U
#EXTINF:-1 group-title="国际",CNN
https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
#EXTINF:-1 group-title="国际",BBC News
https://vs-hls-push-ww-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/t=3840/v=pv14/b=5070016/main.m3u8
#EXTINF:-1 group-title="国际",CNA
https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
#EXTINF:-1 group-title="国际",RT News
https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
#EXTINF:-1 group-title="国际",ABC News
https://content.uplynk.com/channel/3324f2467c414329b3b0cc5cd987b6be.m3u8
#EXTINF:-1 group-title="国际",CNBC
https://fl1.moveonjoy.com/CNBC/index.m3u8
#EXTINF:-1 group-title="国际",NBC
https://fl1.moveonjoy.com/FL_Tampa_NBC/index.m3u8
#EXTINF:-1 group-title="国际",MSNBC
http://41.205.93.154/MSNBC/index.m3u8
#EXTINF:-1 group-title="国际",NBC News Now
https://livehub-voidnet.onrender.com/cluster/streamcore/us/NBC_REDIS.m3u8
#EXTINF:-1 group-title="国际",LiveNow
https://jmp2.uk/rok-f9c0d48b540a55dcb98b04d2cc8abf25.m3u8
#EXTINF:-1 group-title="国际",Euronews
https://jmp2.uk/rok-dafd06b712a35fbe9935d4c04c2e8b53.m3u8
#EXTINF:-1 group-title="国际",Al Jazeera
https://live-hls-aje-ak.getaj.net/AJE/01.m3u8
#EXTINF:-1 group-title="国际",TRT World
https://tv-trtworld.medya.trt.com.tr/master_1080.m3u8
#EXTINF:-1 group-title="国际",Fox Business
http://fl1.moveonjoy.com/FOX_Business_Network/index.m3u8
#EXTINF:-1 group-title="国际",Bloomberg TV
https://1cd69008d08c486ca5abc0f1c4e2ef63.mediatailor.ap-northeast-1.amazonaws.com/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/Bloomberg-kr-prod/87e22cf4-e302-42f6-a781-1d726fc87835/0.m3u8
#EXTINF:-1 group-title="国际",NEWSMAX
https://nmx1ota.akamaized.net/hls/live/2107010/Live_1/3.m3u8
#EXTINF:-1 group-title="国际",Global News
https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/live-audio_1=96000-video=2499968.m3u8
#EXTINF:-1 group-title="国际",Arirang K-Pop
https://stream.ads.ottera.tv/playlist.m3u8?network_id=5468
#EXTINF:-1 group-title="国际",WION
https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8
#EXTINF:-1 group-title="国际",TalkTV
https://live-talktv-ssai.simplestreamcdn.com/v1/master/774d979dd66704abea7c5b62cb34c6815fda0d35/talktv-live/index.m3u8
#EXTINF:-1 group-title="国际",Arirang
https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
#EXTINF:-1 group-title="国际",Taiwan Plus
https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
#EXTINF:-1 group-title="国际",RT Documentary
https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
#EXTINF:-1 group-title="国际",Newsy
https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index_8.m3u8
#EXTINF:-1 group-title="国际",Redbull
http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
#EXTINF:-1 group-title="国际",HollyWire
https://bozztv.com/hwotta/playlist/HD3400/HD3400.m3u8
#EXTINF:-1 group-title="国际",MovieSphere
https://moviesphereuk-samsunguk.amagi.tv/playlist.m3u8
#EXTINF:-1 group-title="国际",Trace Sport Stars
https://lightning-tracesport-samsungau.amagi.tv/playlist.m3u8
#EXTINF:-1 group-title="国际",SportsGrid
https://jmp2.uk/rok-62f1cd0d4c395a2a8ab72cff688666a0.m3u8
#EXTINF:-1 group-title="国际",Eurosport 4K
http://nvsoo4tx.megogo.xyz/iptv/UWA8DBPMZFQ9PX9ZLSBM7FFX/31475/index.m3u8
#EXTINF:-1 group-title="国际",Wild Earth
https://wildearth-plex.amagi.tv/masterR1080p.m3u8
#EXTINF:-1 group-title="国际",Love Nature
http://nvsoo4tx.megogo.xyz/iptv/UWA8DBPMZFQ9PX9ZLSBM7FFX/5001/index.m3u8
#EXTINF:-1 group-title="国际",Fashion Channel
http://fl1001.bozztv.com/ushba19/tracks-v1a1/mono.m3u8
#EXTINF:-1 group-title="国际",Fashion TV
http://91.247.68.229:8000/play/Fashion/index.m3u8
#EXTINF:-1 group-title="国际",4K Travel
https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/4k-travel-tv/manifest.m3u8
#EXTINF:-1 group-title="国际",Action Hollywood
https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-actionhollywood-samsungau/playlist.m3u8
#EXTINF:-1 group-title="国际",Mytime Movie
https://appletree-mytimeau-samsung.amagi.tv/playlist.m3u8
#EXTINF:-1 group-title="国际",MTV
http://143.244.60.30/MTV/index.m3u8
#EXTINF:-1 group-title="国际",Pulse
https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-pulse-samsungau/playlist.m3u8
#EXTINF:-1 group-title="国际",Tastemade
https://cdn-ue1-prod.tsv2.amagi.tv/linear/tastemade-tastemade-int-aus-samsungau/playlist.m3u8
#EXTINF:-1 group-title="国际",Travel XP
http://nvsoo4tx.megogo.xyz/iptv/UWA8DBPMZFQ9PX9ZLSBM7FFX/14026/index.m3u8
#EXTINF:-1 group-title="国际",PowerNation
https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01258-raycomsports-powernationau-samsungau/playlist.m3u8
#EXTINF:-1 group-title="国际",Trace Urban
https://lightning-traceurban-samsungau.amagi.tv/playlist.m3u8
#EXTINF:-1 group-title="国际",Kartoon Channel
https://lightning-fnf-samsungaus.amagi.tv/playlist.m3u8
#EXTINF:-1 group-title="国际",History Hit
https://cdn-ue1-prod.tsv2.amagi.tv/linear/ldsAAAAAA-timeline-samsungau/playlist.m3u8
#EXTINF:-1 group-title="国际",Outdoor Channel
https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00718-outdoorchannela-outdoortvnz-samsungnz/playlist.m3u8
#EXTINF:-1 group-title="国际",HBO
http://fl1.moveonjoy.com/HBO/index.m3u8
#EXTINF:-1 group-title="国际",HBO Hits
http://fl1.moveonjoy.com/HBO_2/index.m3u8
#EXTINF:-1 group-title="国际",HBO Movies
